Slno,Area,Year,Rural population,Urban population,Urbanization Rate,"Abaca, manila hemp, raw","Agave fibres, raw, n.e.c.","Almonds, in shell","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",Apples,Apricots,Areca nuts,Artichokes,Asparagus,Avocados,"Bambara beans, dry",Bananas,Barley,"Beans, dry",Beeswax,Blueberries,"Brazil nuts, in shell","Broad beans and horse beans, dry","Broad beans and horse beans, green",Buckwheat,"Buffalo fat, unrendered",Cabbages,Canary seed,Cantaloupes and other melons,Carrots and turnips,"Cashew nuts, in shell",Cashewapple,Cassava leaves,"Cassava, fresh",Castor oil seeds,"Cattle fat, unrendered",Cauliflowers and broccoli,Cereals n.e.c.,Cherries,"Chestnuts, in shell","Chick peas, dry",Chicory roots,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","Cinnamon and cinnamon-tree flowers, raw","Cloves (whole stems), raw",Cocoa beans,"Coconuts, in shell","Coffee, green","Coir, raw","Cow peas, dry",Cranberries,Cucumbers and gherkins,Currants,Dates,"Edible offal of buffalo, fresh, chilled or frozen","Edible offal of cattle, fresh, chilled or frozen","Edible offal of goat, fresh, chilled or frozen","Edible offal of pigs, fresh, chilled or frozen","Edible offal of sheep, fresh, chilled or frozen","Edible offals of camels and other camelids, fresh, chilled or frozen","Edible offals of horses and other equines,  fresh, chilled or frozen","Edible roots and tubers with high starch or inulin content, n.e.c., fresh",Eggplants (aubergines),"Eggs from other birds in shell, fresh, n.e.c.",Fat of camels,Fat of pigs,Figs,"Flax, raw or retted",Fonio,"Game meat, fresh, chilled or frozen","Ginger, raw","Goat fat, unrendered",Gooseberries,Grapes,Green corn (maize),Green garlic,"Groundnuts, excluding shelled","Hazelnuts, in shell",Hempseed,"Hen eggs in shell, fresh",Hop cones,"Horse meat, fresh or chilled",Jojoba seeds,"Jute, raw or retted",Kapok fruit,Karite nuts (sheanuts),"Kenaf, and other textile bast fibres, raw or retted",Kiwi fruit,Kola nuts,Leeks and other alliaceous vegetables,Lemons and limes,"Lentils, dry",Lettuce and chicory,Linseed,Locust beans (carobs),Lupins,Maize (corn),"Mangoes, guavas and mangosteens",Maté leaves,"Meat of asses, fresh or chilled","Meat of buffalo, fresh or chilled","Meat of camels, fresh or chilled","Meat of cattle with the bone, fresh or chilled","Meat of chickens, fresh or chilled","Meat of ducks, fresh or chilled","Meat of geese, fresh or chilled","Meat of goat, fresh or chilled","Meat of mules, fresh or chilled","Meat of other domestic camelids, fresh or chilled","Meat of other domestic rodents, fresh or chilled","Meat of pig with the bone, fresh or chilled","Meat of pigeons and other birds n.e.c., fresh, chilled or frozen","Meat of rabbits and hares, fresh or chilled","Meat of sheep, fresh or chilled","Meat of turkeys, fresh or chilled",Melonseed,Millet,Mixed grain,Mushrooms and truffles,Mustard seed,Natural honey,Natural rubber in primary forms,"Nutmeg, mace, cardamoms, raw",Oats,Oil palm fruit,Okra,Olives,"Onions and shallots, dry (excluding dehydrated)","Onions and shallots, green",Oranges,"Other beans, green",Other berries and fruits of the genus vaccinium n.e.c.,"Other citrus fruit, n.e.c.","Other fibre crops, raw, n.e.c.","Other fruits, n.e.c.","Other meat of mammals, fresh or chilled","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","Other oil seeds, n.e.c.",Other pome fruits,Other pulses n.e.c.,"Other stimulant, spice and aromatic crops, n.e.c.",Other stone fruits,Other sugar crops n.e.c.,"Other tropical fruits, n.e.c.","Other vegetables, fresh n.e.c.",Papayas,Peaches and nectarines,Pears,"Peas, dry","Peas, green","Pepper (Piper spp.), raw","Peppermint, spearmint",Persimmons,"Pigeon peas, dry",Pineapples,"Pistachios, in shell",Plantains and cooking bananas,Plums and sloes,Pomelos and grapefruits,Poppy seed,Potatoes,"Pumpkins, squash and gourds","Pyrethrum, dried flowers",Quinces,Quinoa,"Ramie, raw or retted",Rape or colza seed,Raspberries,Raw hides and skins of buffaloes,Raw hides and skins of cattle,Raw hides and skins of goats or kids,Raw hides and skins of sheep or lambs,Raw milk of buffalo,Raw milk of camel,Raw milk of cattle,Raw milk of goats,Raw milk of sheep,Rice,Rye,Safflower seed,"Seed cotton, unginned",Sesame seed,"Sheep fat, unrendered","Shorn wool, greasy, including fleece-washed shorn wool",Silk-worm cocoons suitable for reeling,"Sisal, raw","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",Sorghum,Sour cherries,Soya beans,Spinach,Strawberries,String beans,Sugar beet,Sugar cane,Sunflower seed,Sweet potatoes,Tallowtree seeds,"Tangerines, mandarins, clementines",Taro,Tea leaves,Tomatoes,Triticale,"True hemp, raw or retted",Tung nuts,Unmanufactured tobacco,"Vanilla, raw",Vetches,"Walnuts, in shell",Watermelons,Wheat,Yams,Yautia,Food Price Index,Average dietary energy requirement (kcal/cap/day),Percentage of children under 5 years affected by wasting (percent),Prevalence of severe food insecurity in the total population (percent) (3-year average),Prevalence of undernourishment (percent) (3-year average),Agricultural land,Agriculture,Arable land,Cropland,Farm buildings and Farmyards,Perm. meadows & pastures - Cultivated,Perm. meadows & pastures - Nat. growing,Permanent crops,Permanent meadows and pastures,Temporary crops,Temporary fallow,Temporary meadows and pastures,Nutrient balance
403,Russian Federation,2022,35679.4,107762.468,3.020299332,0,0,0,90264.14,2379900,84900,0,0,0,0,0,0,23393510,10312.15,0,4200,0,5877.92,336.65,1222381.54,0,2298209,0,0,1362175.81,0,0,0,0,71,54024.33,22110.47,12544.13,59400,0,467933.58,15,0,0,0,0,0,0,0,0,0,0,1635903.13,509500,0,0,281495.21,2603.84,304130.92,26599.74,16.32,5221.2,0,0,418599,6.58,304130.92,0,24102.93,0,0,0,512.88,84900,889500.31,0,147743.54,0,0,2094.46,48276871.1,217.6,45872,0,0,0,0,50749.86,0,0,0,0,257895.62,0,1766559.17,0,105544.5,15862434.06,0,0,0,0,114,1620730,5308201,0,0,18148,0,0,0,4532147,0,17990,191867,0,0,307872.76,0,128704,183426.89,67014,0,0,4529953.68,0,0,0,1599256.49,0,70.75,0,5100,0,0,1400,509880.89,26890,57127.61,0,5614.94,0,0,0,0,2212043.92,0,46700,84900,3616059.08,128714.35,0,0,0,0,0,0,0,212300,0,0,18887678.75,1050034.83,0,8500,0,0,4514241.04,212300,0,193350.25,2958.91,25291.56,0,28.36,32738522,233757,5649,920094.51,2178808.19,222619.48,0,0,8721.23,46037,0,0,0,127124.92,297200,6003152.63,0,254800,0,48907752.66,0,16362214.63,0,0,0,0,81.23,2645662,306874.99,1320.39,0,2.2,0,138005.66,0,1635405.37,104233944,0,0,154.83,2467,0,0.5,2.5,215494,215494,121649,123442,0,0,0,1793,92052,73477.715,5832,42339.285,3.822833333
404,Rwanda,2020,10805.843,2281.33,0.211120039,0,0,0,0,0,0,0,0,0,6477.49,0,2032073,0,438735.56,46.99,0,0,0,0,0,0,61244.61,0,0,47334.67,0,0,0,1279581.83,0,1207.89,0,0,0,0,0,0,0,4595.48,0,0,0,0,20459,0,0,0,0,0,0,0,8362.29,2701.11,361.5,686.62,0,0,0,83186.31,0,0,542.25,0,0,0,15921.39,0,378.16,0,0,0,0,16303.7,0,0,227700,0,0,0,0,0,0,0,0,0,2558.25,5788.01,0,0,0,0,0,448632.58,2148.38,0,0,0,0,41811.43,17323.72,0,0,13505.57,0,0,0,9037.55,0,2722.94,3570.43,0,0,3469,0,0,0,5189.85,0,0,0,0,0,0,34297.44,0,3117.73,7312.98,0,0,0,84661.84,0,0,0,0,0,135.37,0,0,25096.85,73692.74,2277.92,0,0,13953.24,0,2596.91,0,0,0,17828.74,0,913231.28,0,0,0,858521.46,266414.14,1283.07,0,0,0,0,0,0,6039.43,2971.23,823.95,0,0,197762.52,51669.38,6357.63,116504.47,0,0,0,0,116.73,0,0,0,0,170489.08,0,23754.65,0,0,0,0,102211.62,0,1275614.12,0,0,188041.76,140004.94,90508.96,0,0,0,4746.08,0,0,0,0,12811.42,54602.66,0,140.82,2231,1.1,0,34.7,1958.6,1958.6,1214.6,1560.6,0,0,0,346,398,1075,129,10.6,-0.956866667
405,Rwanda,2021,11028.578,2350.389,0.213118047,0,0,0,0,0,0,0,0,0,5950.33,0,2143866,0,491976,47.06,0,0,0,0,0,0,62527.33,0,0,45588.88,0,0,0,1319875,0,1129.63,0,0,0,0,0,0,0,4792.44,0,0,0,0,19466.88,0,0,0,0,0,0,0,7820.51,2593.44,440.82,640.09,0,0,0,94291.64,0,0,661.24,0,0,0,16316.81,0,363.08,0,0,0,0,17076,0,0,229671.67,0,0,0,0,0,0,0,0,0,2562.3,6050.68,0,0,0,0,0,482682,1870.48,0,0,0,0,39102.55,15958.42,0,0,12967.21,0,0,0,11020.6,0,1992.63,3328.48,0,0,3338,0,0,0,5368.69,0,0,0,0,0,0,37238.72,0,3223.64,7332.59,0,0,0,83260.65,0,0,0,0,0,136.23,0,0,25208.52,73580.9,1307.82,0,0,15635,0,2319.62,0,0,0,20786.92,0,969193,0,0,0,938281,266916.66,1494.24,0,0,0,0,0,0,5648.15,2852.79,768.11,0,0,187780.65,50791.92,6125.87,131758,0,0,0,0,108.82,0,0,0,0,178370,0,26857,0,0,0,0,102900.9,0,1328750,0,0,200856,149627.41,93586.87,0,0,0,4683.58,0,0,0,0,13684,56136.87,0,134.97,2236,0,0,33.2,2004.46,2004.46,1268.4,1618.4,0,0,0,350,386.06,1145,113.4,10,-3.652533333
406,Rwanda,2022,11247.444,2422.469,0.215379512,0,0,0,0,0,0,0,0,0,5837.62,0,2208467.63,0,449448.04,47.29,0,0,0,0,0,0,62588.8,0,0,44812.32,0,0,0,1375140.11,0,1077.06,0,0,0,0,0,0,0,6945.78,0,0,0,0,18945.39,0,0,0,0,0,0,0,7456.54,2277.46,253.92,538.29,0,0,0,89264.58,0,0,380.88,0,0,0,16665.28,0,318.84,0,0,0,0,15616.67,0,0,229342.56,0,0,0,0,0,0,0,0,0,2557.41,5956.96,0,0,0,0,0,458522.08,1131.75,0,0,0,0,37282.72,10872.23,0,0,11387.31,0,0,0,6347.94,0,1071.35,2799.1,0,0,7318,0,0,0,5613.3,0,0,0,0,0,0,41457.46,0,3186.07,7345.4,0,0,0,83651.97,0,0,0,0,0,136.45,0,0,25254.34,74056.84,1546.57,0,0,14065.24,0,2652.95,0,0,0,20917.29,0,996016,0,0,0,908007.15,268208.87,398.24,0,0,0,0,0,0,5385.28,2505.21,645.95,0,0,180850.16,47080.07,5556.22,135074.74,0,0,0,0,91.51,0,0,0,0,192427.08,0,34055.65,0,0,0,0,103671.19,0,1372745.21,0,0,202892.15,160419.78,81022.76,0,0,0,4654.51,0,0,0,0,13877.29,55386.84,0,173.73,2240,0,0,31.4,2004.46,2004.46,1268.4,1618.4,0,0,0,350,386.06,1145,113.4,10,-3.9281
407,Saint Kitts and Nevis,2020,39.29,17.523,0.445991346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,76.2,0,0,0,0,0,1.17,0,0,0,0,0,0,0,65.65,0,0,0,3600,0,0,0,0,39.3,0,0,0,8.46,1.09,1.53,2.22,0,0,498.44,0,0,0,2.4,0,0,0,0,0,0.14,0,0,0,0,24.71,0,0,4808.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,9,0,0,5,0,0,0,36,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5,0,0,0,0,0,0,0,0,0,0,0,236.04,0,0,0,1884.82,306.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0.9,1.91,0,0,0,0,0,0,0,0,3.5,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,159.6,0,0,0,0,106.7,0,0,0,0,0,0,0,152.3,0,15.44,0,98.2,0,0,6.4,0,6,6,5,5.1,0,0,0,0.1,0.9,5,0,0,5.188533333
408,Saint Kitts and Nevis,2021,39.569,17.7,0.447319872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,90,0,0,0,0,0,1.14,0,0,0,0,0,0,0,51.5,0,0,0,3600,0,0,0,0,36.5,0,0,0,8.21,1.2,2.05,2.37,0,0,498.08,0,0,0,3.23,0,0,0,0,0,0.16,0,0,0,0,23.5,0,0,5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.68,15.7,0,0,5.51,0,0,0,48.41,0,0,10.65,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,235.31,0,0,0,1890.92,307.57,0,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0.99,2.04,0,0,0,0,0,0,0,0,3.5,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,175.5,0,0,0,0,188,0,0,0,0,0,0,0,204,0,25.5,0,98.37,0,0,5.6,0,6,6,5,5.1,0,0,0,0.1,0.9,5,0,0,10.64393333
409,Saint Kitts and Nevis,2022,39.827,17.886,0.449092324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,69,0,0,0,0,0,1.14,0,0,0,0,0,0,0,81.5,0,0,0,3600,0,0,0,0,31,0,0,0,8.25,2.81,2.02,2.84,0,0,497.23,0,0,0,3.18,0,0,0,0,0,0.36,0,0,0,0,14,0,0,6967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.89,40,0,0,12.91,0,0,0,47.66,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0,0,0,0,0,0,0,0,0,236.14,0,0,0,1873.41,308.59,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,2.33,2.45,0,0,0,0,0,0,0,0,3.12,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,175,0,0,0,0,0,0,0,116,0,52,0,108.63,0,0,5.6,0,6,6,5,5.1,0,0,0,0.1,0.9,5,0,0,16.18483333
410,Saint Lucia,2020,147.062,34.141,0.232153785,0,0,0,0,0,0,0,0,0,265,0,9651,0,0,0,0,0,0,0,0,0,127,0,0,23,0,0,0,1303.39,0,11.79,0,0,0,0,0,0,0,0,0,0,18,12000,0,0,0,0,848,0,0,0,55.58,13.86,63.66,19.2,0,0,1667.12,0,0,0,13.54,0,0,0,0,7,1.39,0,0,0,0,0,0,0,18747.75,0,0,0,0,0,0,0,0,0,0,317,0,178,0,0,0,0,851,0,0,0,0,412.65,1376,0,0,63.77,0,0,0,907.5,0,44,95.01,0,0,0,0,0,0,0,0,35.41,0,0,0,0,0,0,185,0,0,0,0,3400.51,0,0,0,0,50.79,128.95,0,0,3699.92,1347,0,0,0,0,0,1.6,0,0,0,30,0,1716,0,431,0,0,447,0,0,0,0,0,0,0,50.53,11.51,16.78,0,0,1027.63,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,299.48,0,224,0,0,0,0,0,0,0,440.51,0,409,79.27,100.19,2513,0,0,0,9.94,9.94,2.67,9.57,0,0,0,6.9,0.37,1.3268,1.0858,0.2574,20.4295
411,Saint Lucia,2021,147.455,34.454,0.233657726,0,0,0,0,0,0,0,0,0,304,0,6009,0,0,0,0,0,0,0,0,0,154,0,0,27,0,0,0,1307.01,0,11.78,0,0,0,0,0,0,0,0,0,0,33,12000,0,0,0,0,911,0,0,0,55.52,13.86,68.19,19.4,0,0,1677.71,0,0,0,14.51,0,0,0,0,11,1.39,0,0,0,0,0,0,0,22919,0,0,0,0,0,0,0,0,0,0,301,0,208,0,0,0,0,533,0,0,0,0,412.17,1346.45,0,0,63.75,0,0,0,972.01,0,6,95.98,0,0,0,0,0,0,0,0,34.69,0,0,0,0,0,0,323,0,0,0,0,3417.79,0,0,0,0,50.82,128.99,0,0,3729.14,1345.77,0,0,0,0,0,4,0,0,0,52,0,2318,0,500.82,0,0,388,0,0,0,0,0,0,0,50.47,11.5,16.95,0,0,1028.89,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,684,0,0,468.28,0,234,0,0,0,0,0,0,0,397,0,396,137.78,100.15,2512,0,4.5,0,9.94,9.94,2.67,9.57,0,0,0,6.9,0.37,1.3313,1.0479,0.2908,18.29846667
412,Saint Lucia,2022,147.784,34.779,0.235336708,0,0,0,0,0,0,0,0,0,340,0,7015,0,0,0,0,0,0,0,0,0,127,0,0,17,0,0,0,1312.82,0,11.72,0,0,0,0,0,0,0,0,0,0,29,13200,0,0,0,0,989,0,0,0,55.26,13.85,82.06,19.44,0,0,1675.15,0,0,0,17.46,0,0,0,0,24,1.38,0,0,0,0,0,0,0,23691.75,0,0,0,0,0,0,0,0,0,0,325,0,192,0,0,0,0,980,0,0,0,0,410.26,1331.82,0,0,63.71,0,0,0,1169.85,0,0,96.16,0,0,0,0,0,0,0,0,34.88,0,0,0,0,0,0,241,0,0,0,0,3423.04,0,0,0,0,50.83,128.8,0,0,3695.42,1354.8,0,0,0,0,0,23,0,0,0,80,0,3009,0,392,0,0,424,0,0,0,0,0,0,0,50.24,11.5,16.98,0,0,1028.47,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,505.19,0,273,0,0,0,0,0,0,0,450,0,416,91.93,105.73,2511,0,4.5,0,9.94,9.94,2.67,9.57,0,0,0,6.9,0.37,1.3313,1.0479,0.2908,19.55093333
413,Saint Vincent and the Grenadines,2020,52.02,58.737,1.129123414,0,0,0,0,1500,0,0,0,0,0,0,57268.32,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,567,0,4.21,0,0,0,0,0,0,0,905,0,0,227.6,2848,186.91,0,0,0,0,0,0,0,21.07,5.84,13.34,12.83,0,0,9280.36,0,0,0,26.68,0,0,0,0,0,0.92,0,0,0,0,233,0,0,13657.11,0,0,0,0,0,0,0,0,0,0,877,0,0,0,0,0,848,3764,0,0,0,0,172.11,445.09,0,0,27.55,0,0,0,400.19,0,0,55.18,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,670,0,0,0,0,3368,0,0,0,0,624.76,2231,0,0,0,3183,0,0,546,0,0,0,0,0,418,0,0,4532,0,222,0,0,453,0,0,0,0,0,0,0,20.37,4.66,7.44,0,0,807.82,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,2219,0,0,0,0,0,0,0,0,104.41,0,0,0,0,0,1980,0,106.7,2483,0,10.3,6.1,7,7,2,5,0,0,0,3,2,1.5442,0.237,0.2189,-32.52753333
414,Saint Vincent and the Grenadines,2021,51.661,59.325,1.148351755,0,0,0,0,1520.14,0,0,0,0,0,0,57819.76,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,292,0,3.65,0,0,0,0,0,0,0,421,0,0,229.1,2051,185.69,0,0,0,0,0,0,0,18.24,6.15,13.19,10.47,0,0,9172.21,0,0,0,26.38,0,0,0,0,0,0.97,0,0,0,0,113,0,0,12443.86,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,796,1410,0,0,0,0,149,169,0,0,29,0,0,0,395.7,0,0,45,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,166,0,0,0,0,2009,0,0,0,0,621.54,1712,0,0,0,2155,0,0,591.9,0,0,0,0,0,130,0,0,3098,0,127,0,0,96,0,0,0,0,0,0,0,17.64,4.9,6.07,0,0,779.28,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0,0,103.31,0,0,0,0,0,1057,0,109.21,2484,0,10.3,5.8,7,7,2,5,0,0,0,3,2,1.5574,0.2237,0.2189,-33.33843333
415,Saint Vincent and the Grenadines,2022,51.284,59.9,1.168005616,0,0,0,0,1647.54,0,0,0,0,0,0,58259.68,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,142,0,5.78,0,0,0,0,0,0,0,342,0,0,230.7,1903,185.52,0,0,0,0,0,0,0,28.9,5.51,13.04,17.21,0,0,9124.61,0,0,0,26.08,0,0,0,0,0,0.87,0,0,0,0,121,0,0,11890.01,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,640,1313,0,0,0,0,236,197,0,0,26,0,0,0,391.13,0,0,74,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,146,0,0,0,0,1678,0,0,0,0,625.05,1777,0,0,0,1725,0,0,564.67,0,0,0,0,0,76,0,0,3108,0,100,0,0,126,0,0,0,0,0,0,0,27.93,4.4,9.98,0,0,754.15,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,103.73,0,0,0,0,0,807,0,120.37,2482,0,10.3,4.8,7,7,2,5,0,0,0,3,2,1.5574,0.2237,0.2189,-33.81556667
416,Samoa,2020,164.318,35.799,0.217864141,0,0,0,0,0,0,0,0,0,1431.68,0,23243.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475.69,0,56.98,0,0,0,0,0,0,0,0,0,0,482.54,67442,12.39,0,0,0,0,0,0,0,202.03,0,73.89,0,0,0,3014.74,0,0,0,59.68,0,0,0,0,0,0,0,0,28.18,0,0,0,0,8962.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280.25,0,0,0,0,1191.48,330.54,0,0,0,0,0,0,1023.1,0,0,0,0,0,0,0,0,0,194.24,0,0,0,0,0,0,0,0,0,0,0,731.8,404.63,0,0,0,214.71,0,0,104.48,0,0,8802.81,1336.18,3325.59,0,0,0,0,11.27,0,0,0,4627.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.12,0,0,0,0,1482.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.92,0,0,0,0,16465.15,0,0,0,0,0,251.37,0,0,0,0,0,190,0,112.74,2335,0,3.4,4.4,49.41,49.41,11.29,43,0,0,0,31.71,6.41,11,0.29,0,-9.539766667
417,Samoa,2021,165.6,35.718,0.215688406,0,0,0,0,0,0,0,0,0,1442.58,0,22741.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.29,0,68.87,0,0,0,0,0,0,0,0,0,0,482.4,67442,11.79,0,0,0,0,0,0,0,244.16,0,124.15,0,0,0,3012.19,0,0,0,100.28,0,0,0,0,0,0,0,0,28.66,0,0,0,0,8728.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272.65,0,0,0,0,1439.94,380.01,0,0,0,0,0,0,1719.02,0,0,0,0,0,0,0,0,0,185.02,0,0,0,0,0,0,0,0,0,0,0,734.16,406.75,0,0,0,211.45,0,0,104.16,0,0,8743.01,1306.58,3348.02,0,0,0,0,11.32,0,0,0,4602.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.73,0,0,0,0,1643.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95,0,0,0,0,21721.26,0,0,0,0,0,249.96,0,0,0,0,0,190,0,116.59,2340,0,3.4,5.1,49.41,49.41,11.29,43,0,0,0,31.71,6.41,11,0.29,0,-4.9202
418,Samoa,2022,166.835,35.673,0.21382204,0,0,0,0,0,0,0,0,0,1446.16,0,22656.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.19,0,65.79,0,0,0,0,0,0,0,0,0,0,482.08,67442,11.82,0,0,0,0,0,0,0,233.26,0,111.75,0,0,0,3012.99,0,0,0,90.26,0,0,0,0,0,0,0,0,28.52,0,0,0,0,8832.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4281.6,0,0,0,0,1375.62,368.99,0,0,0,0,0,0,1547.28,0,0,0,0,0,0,0,0,0,176.55,0,0,0,0,0,0,0,0,0,0,0,737.69,407.35,0,0,0,212.54,0,0,104.42,0,0,8692.37,1313.49,3329.51,0,0,0,0,11.26,0,0,0,4611.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.14,0,0,0,0,1618.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.94,0,0,0,0,21212.45,0,0,0,0,0,251.16,0,0,0,0,0,190,0,134.61,2345,0,3.4,5.4,49.41,49.41,11.29,43,0,0,0,31.71,6.41,11,0.29,0,-5.826666667
419,Sao Tome and Principe,2020,55.91,162.101,2.899320336,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,848.11,0,0,979.6,0,0,0,1376.84,0,5.14,0,0,0,0,0,0,0,14.21,57.96,0,3000,1200,7.62,0,0,0,0,0,0,0,35.21,1.59,32.59,0.81,0,0,110.04,0,0,0,49.35,0,0,0,0,0,0.22,0,0,0,0,0,0,0,4522.44,0,0,0,0,0,0,0,0,0,0,0,0,81.99,0,0,0,759.56,0,0,0,0,0,249.22,616.18,34.72,0,7.96,0,0,0,623.9,0,0,3.39,10.32,0,0,0,0,0,0,0,0,0,22984.28,0,0,361.12,0,0,459.55,0,0,0,4903.9,0,0,0,0,0,0,0,0,0,1078.78,0,0,0,0,0,0,0,0,0,0,0,40554.19,0,0,0,0,0,0,0,0,0,0,0,0,39.56,1.45,1.02,0,0,543.94,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,2206.97,0,143.12,2263,0,14.1,15.5,42,42,4,41,0,0,0,37,1,3.0883,0.4739,0.4377,4.058366667
420,Sao Tome and Principe,2021,55.517,167.201,3.011708125,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,850.52,0,0,981.61,0,0,0,1403.85,0,6.8,0,0,0,0,0,0,0,14.24,57.86,0,3000,1200,7.56,0,0,0,0,0,0,0,46.56,1.85,34.37,0.81,0,0,110.05,0,0,0,52.04,0,0,0,0,0,0.26,0,0,0,0,0,0,0,4768.59,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,820.74,0,0,0,0,0,329.58,671.79,34.53,0,9.25,0,0,0,657.89,0,0,3.38,10.24,0,0,0,0,0,0,0,0,0,25000,0,0,361.92,0,0,453.08,0,0,0,4927.35,0,0,0,0,0,0,0,0,0,1149.04,0,0,0,0,0,0,0,0,0,0,0,40707.4,0,0,0,0,0,0,0,0,0,0,0,0,52.31,1.68,1.02,0,0,542.26,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,2227.79,0,156.66,2273,0,14.1,15.7,42,42,4,42,0,0,0,38,1,3.1148,0.4474,0.4377,3.793033333
