Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Valid
Japan,2024,Fruits & Vegetables,38598.67,37070.92,185.59,884.49,57.46,Keep
South Korea,2022,Frozen Food,40755.53,45348.62,123.59,271.65,56.39,Keep
Germany,2022,Fruits & Vegetables,14359.43,15849.56,127.62,468.67,56.42,Keep
UK,2022,Dairy Products,22836.46,20920.04,64.96,820.66,47.49,Keep
India,2022,Beverages,42201.42,49235.91,84.23,205.94,49.13,Keep
China,2022,Grains & Cereals,16867.83,19455.59,124.35,214.15,45.91,Keep
Russia,2022,Beverages,33284.79,28126.49,138.45,1113.87,64.06,Keep
South Korea,2023,Fruits & Vegetables,32016.16,30111.2,73.96,65.96,62.98,Keep
Indonesia,2022,Dairy Products,35663.6,38690.79,43.77,467.77,64.44,Keep
South Korea,2024,Bakery Items,47238.43,44081.88,48.9,280.32,63.51,Keep
France,2022,Grains & Cereals,49249.34,46203.04,130.9,554.42,66.07,Keep
Russia,2023,Meat & Seafood,48342.31,54488.55,61.5,1378.57,69.56,Keep
South Korea,2022,Grains & Cereals,37365.34,43081.43,150.77,237.06,40.41,Keep
Canada,2024,Fruits & Vegetables,40762.09,45030.05,112.73,1283.53,51.92,Keep
Russia,2022,Prepared Food,4292.19,4940.03,198.75,1073.16,47.07,Keep
Japan,2023,Bakery Items,27778.91,23145.16,105.48,782.65,31.75,Keep
China,2022,Beverages,37990.58,41710.73,38.29,627.03,68.12,Keep
Australia,2024,Bakery Items,49147.86,56321.02,183.59,1395.51,35.14,Keep
Canada,2024,Meat & Seafood,29351.78,24462.85,197.13,1072.06,52.28,Keep
Japan,2024,Fruits & Vegetables,14970.85,15563.82,145.72,1060.87,67.54,Keep
Brazil,2022,Frozen Food,31665.64,31253.42,107.86,315.01,49.21,Keep
India,2024,Grains & Cereals,19242.47,16275.03,73.29,539.1,66.09,Keep
Spain,2024,Bakery Items,31031.85,28026.74,84.55,998.56,44.95,Keep
Germany,2022,Grains & Cereals,24563.9,20249.73,178.92,566.23,61.88,Keep
South Africa,2023,Beverages,26751.05,29812.25,187.89,1002.72,50.54,Keep
Spain,2022,Fruits & Vegetables,29204.96,24683.22,85.66,870.28,36.45,Keep
Canada,2023,Meat & Seafood,12845.61,12010.8,182.01,49.3,50.94,Keep
Russia,2023,Frozen Food,27669.02,22227.77,194.11,501.96,46.69,Keep
USA,2022,Prepared Food,32441.69,30647.04,116.98,585.25,36.49,Keep
Germany,2022,Prepared Food,31959.38,32497.74,168.9,213.83,60.96,Keep
Italy,2022,Dairy Products,12152.83,13781.51,59.92,1186.71,51.41,Keep
Canada,2022,Fruits & Vegetables,4052.81,3583.44,96.86,1363.66,59.7,Keep
Germany,2022,Fruits & Vegetables,29670.13,30742.73,172.11,161.94,62.48,Keep
Australia,2022,Frozen Food,47030.67,42346.44,192.88,883.32,33.77,Keep
UK,2023,Grains & Cereals,45170.97,36197.04,108.1,618.86,44.88,Keep
Saudi Arabia,2022,Meat & Seafood,10015.2,11946.25,23.9,1220.39,56.67,Keep
USA,2022,Meat & Seafood,2912.45,3297.05,140.49,819.3,31.42,Keep
Argentina,2024,Prepared Food,10996.23,11939.82,150.33,628.47,64.72,Keep
South Africa,2022,Fruits & Vegetables,47424.14,52059.72,120.63,813.98,55.74,Keep
UK,2022,Fruits & Vegetables,13833.1,15670.87,21.07,934.88,48.76,Keep
Mexico,2022,Beverages,4458.37,5320.8,107.31,887.89,49.09,Keep
Italy,2022,Beverages,12988.33,14462.26,179.56,722.51,34.58,Keep
UK,2022,Dairy Products,33815.51,36419.48,51.61,1276.84,52.2,Keep
France,2023,Frozen Food,48056.64,42840.51,41.67,65.21,50.34,Keep
Spain,2022,Bakery Items,49863.6,48160.79,93.37,456.04,56.01,Keep
Australia,2022,Meat & Seafood,11494.16,9480.19,135.55,13.02,63.72,Keep
China,2022,Prepared Food,39736.58,40836.99,181.15,260.3,50.77,Keep
Russia,2022,Meat & Seafood,36615.48,30051.68,183.7,714.62,56.81,Keep
Canada,2022,Frozen Food,16907.04,16406.2,28.41,276.76,33.46,Keep
Italy,2023,Beverages,33360.77,27292.27,169.06,1035.81,49.84,Keep
Saudi Arabia,2022,Beverages,7656.09,8767.08,116.73,668.48,59.25,Keep
UK,2022,Frozen Food,1056.36,1092.62,36.17,863.52,39.72,Keep
Brazil,2024,Meat & Seafood,7310.4,7589.49,21.95,1189.45,51.92,Keep
Turkey,2024,Meat & Seafood,14383.99,12328.25,40.13,544.34,30.42,Keep
South Africa,2022,Prepared Food,6861.18,6515.67,177.28,992.66,56.4,Keep
Japan,2022,Fruits & Vegetables,43837.31,52355.28,39.83,726.66,35.28,Keep
Russia,2024,Beverages,45578.99,53724.37,135.47,234.25,36.34,Keep
Mexico,2022,Dairy Products,40603.04,45593.42,41.33,49.59,58.38,Keep
Mexico,2022,Dairy Products,28090.89,27605.03,59.51,897.04,51.59,Keep
Argentina,2022,Frozen Food,30397.21,32529.22,164.45,384.01,63.29,Keep
Turkey,2022,Meat & Seafood,667.04,723.18,116.05,855.07,38.86,Keep
Mexico,2024,Fruits & Vegetables,5026.34,4505.63,180.57,621.12,58.77,Keep
South Africa,2022,Meat & Seafood,18732.3,16899.36,134.05,705.09,56.43,Keep
Mexico,2023,Beverages,26355.09,23707.1,166.17,526.26,50.52,Keep
Italy,2022,Bakery Items,25329.17,20287.27,141.22,697.69,55.98,Keep
France,2022,Dairy Products,15099.47,15702.68,156.85,780.13,50.43,Keep
Mexico,2022,Frozen Food,30285.61,34430.51,189.56,826.89,47.57,Keep
Brazil,2023,Frozen Food,49354.39,40732.13,145.56,993.5,31.45,Keep
Canada,2023,Meat & Seafood,16354.7,14218.16,29.29,1296.16,61.24,Keep
Spain,2024,Grains & Cereals,4773.9,5048.74,137.16,1380.39,46.47,Keep
Indonesia,2022,Meat & Seafood,45275.35,37831.82,103.89,1079.34,56.99,Keep
France,2022,Beverages,16567.1,16473.93,92.13,557.53,68.05,Keep
Mexico,2022,Meat & Seafood,44297.49,44282.37,57.05,813.38,40.5,Keep
Australia,2022,Fruits & Vegetables,8853.71,10483.39,188.06,664.73,57.54,Keep
Mexico,2022,Dairy Products,14342.41,11795.32,196.2,555.71,42.31,Keep
India,2022,Bakery Items,40990.98,40497.51,24.31,463.06,52.8,Keep
France,2022,Prepared Food,40765.37,34446.24,169.23,907.62,40.11,Keep
China,2023,Grains & Cereals,33417.69,38195.07,96.26,1398.6,48.15,Keep
France,2022,Grains & Cereals,39051.33,37515.63,112.51,1128.01,42.57,Keep
Italy,2022,Fruits & Vegetables,45805.21,41400.33,36.53,402.4,61.27,Keep
Brazil,2023,Dairy Products,18301.61,15305.6,166.22,1368.68,66.79,Keep
UK,2022,Beverages,21861.61,21387.28,57.56,525.58,68.84,Keep
Germany,2022,Fruits & Vegetables,774.9,828.01,98.07,1038.16,57.79,Keep
France,2022,Prepared Food,22616.21,23341.3,145.32,795.67,61.63,Keep
Mexico,2024,Beverages,36005.36,31410.97,111.78,120.03,59.35,Keep
Indonesia,2023,Prepared Food,15185.55,14374.28,166.84,1226.47,49.81,Keep
UK,2022,Meat & Seafood,20520.29,17776.85,195.94,878.38,65.68,Keep
Argentina,2022,Meat & Seafood,4328.31,4270.03,78.76,977.54,59.95,Keep
Indonesia,2023,Bakery Items,14212.01,14161.88,94.42,539.65,59.81,Keep
Spain,2024,Meat & Seafood,4778.57,3898.87,152.62,1308.47,30.75,Keep
Mexico,2022,Meat & Seafood,15743.78,13878.75,119.34,1276.98,35.79,Keep
Canada,2022,Prepared Food,9703.04,10265.17,112.27,516.48,57.59,Keep
South Africa,2023,Grains & Cereals,2205.14,1966.44,97.16,162.25,44.34,Keep
Saudi Arabia,2022,Meat & Seafood,30563.44,33735.76,93.44,1035.86,43.95,Keep
France,2022,Fruits & Vegetables,1050.83,927.65,30.01,107,49.22,Keep
UK,2024,Frozen Food,43604.59,43474.62,173.77,1328.97,49.61,Keep
France,2022,Dairy Products,10423.98,10154.95,110.85,904.77,66.37,Keep
Argentina,2023,Grains & Cereals,21088.7,17571.1,178.19,1192.2,44.45,Keep
Canada,2024,Meat & Seafood,39686.45,43305.99,63.98,1060.47,69.62,Keep
USA,2023,Dairy Products,9821.36,8333.6,50.23,60.53,66.21,Keep
India,2022,Dairy Products,13987.54,16784.34,160.47,49.9,67.25,Keep
Russia,2022,Prepared Food,24389.2,22916.51,42.54,727.53,69.98,Keep
India,2022,Grains & Cereals,49492.05,40998.09,50.81,335.3,45.81,Keep
Mexico,2022,Meat & Seafood,46394.35,41792.65,77.59,1071.06,65.03,Keep
Indonesia,2023,Prepared Food,39980.4,37618.45,32.34,27.08,56.38,Keep
France,2022,Bakery Items,8236.95,7306.92,28.16,313.2,30.22,Keep
Italy,2022,Grains & Cereals,21611.84,19333.92,129.82,391.78,41.07,Keep
South Africa,2022,Meat & Seafood,3925.48,4499.38,47.21,79.18,38.1,Keep
France,2024,Bakery Items,8860.27,7360.38,51.5,879.67,54.27,Keep
